證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營建工程收入,　　　 工程收入,　　　　 工程收入,　　　　 工程收入淨額,　　　 營建工程收入合計,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出,　　　 租金支出,　　　 文具用品,　　　 旅費,　　　 運費,　　　 郵電費,　　　 修繕費,　　　 廣告費,　　　 水電瓦斯費,　　　 保險費,　　　 交際費,　　　 捐贈,　　　 稅捐,　　　 折舊,　　　 各項攤提,　　　 伙食費,　　　 職工福利,　　　 佣金支出,　　　 訓練費,　　　 進出口費用,　　　 漁業作業費用,　　　 漁貨銷售費用,　　　 其他費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出[duplicate]51,　　　 租金支出[duplicate]52,　　　 文具用品[duplicate]53,　　　 旅費[duplicate]54,　　　 運費[duplicate]55,　　　 郵電費[duplicate]56,　　　 修繕費[duplicate]57,　　　 廣告費[duplicate]58,　　　 水電瓦斯費[duplicate]59,　　　 保險費[duplicate]60,　　　 交際費[duplicate]61,　　　 捐贈[duplicate]62,　　　 稅捐[duplicate]63,　　　 呆帳損失,　　　 折舊[duplicate]65,　　　 各項攤提[duplicate]66,　　　 伙食費[duplicate]67,　　　 職工福利[duplicate]68,　　　 研究發展費用,　　　 訓練費[duplicate]70,　　　 網路服務費,　　　 保全費,　　　 其他費用[duplicate]73,　　　 管理費用合計,　　 研究發展費用,　　　 薪資支出[duplicate]76,　　　 租金支出[duplicate]77,　　　 文具用品[duplicate]78,　　　 旅費[duplicate]79,　　　 運費[duplicate]80,　　　 郵電費[duplicate]81,　　　 修繕費[duplicate]82,　　　 水電瓦斯費[duplicate]83,　　　 保險費[duplicate]84,　　　 交際費[duplicate]85,　　　 捐贈[duplicate]86,　　　 稅捐[duplicate]87,　　　 折舊及折耗,　　　 各項攤提[duplicate]89,　　　 伙食費[duplicate]90,　　　 職工福利[duplicate]91,　　　 委託研究費,　　　 訓練費[duplicate]93,　　　 其他費用[duplicate]94,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 壞帳轉回利益,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 減損迴轉利益,　　　　 不動產、廠房及設備減損迴轉利益,　　　　 減損迴轉利益合計,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分投資損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 減損損失,　　　　 金融資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　　 勞務收入,　　　 勞務收入合計,　　　 薪資支出[duplicate]53,　　　 租金支出[duplicate]54,　　　 文具用品[duplicate]55,　　　 旅費[duplicate]56,　　　 運費[duplicate]57,　　　 郵電費[duplicate]58,　　　 修繕費[duplicate]59,　　　 廣告費[duplicate]60,　　　 水電瓦斯費[duplicate]61,　　　 保險費[duplicate]62,　　　 交際費[duplicate]63,　　　 捐贈[duplicate]64,　　　 稅捐[duplicate]65,　　　 折舊[duplicate]67,　　　 各項攤提[duplicate]68,　　　 伙食費[duplicate]69,　　　 職工福利[duplicate]70,　　　 訓練費[duplicate]72,　　　 其他費用[duplicate]75,　　　 薪資支出[duplicate]78,　　　 租金支出[duplicate]79,　　　 文具用品[duplicate]80,　　　 旅費[duplicate]81,　　　 運費[duplicate]82,　　　 郵電費[duplicate]83,　　　 修繕費[duplicate]84,　　　 水電瓦斯費[duplicate]85,　　　 保險費[duplicate]86,　　　 交際費[duplicate]87,　　　 捐贈[duplicate]88,　　　 稅捐[duplicate]89,　　　 各項攤提[duplicate]91,　　　 伙食費[duplicate]92,　　　 職工福利[duplicate]93,　　　 訓練費[duplicate]95,　　　 其他費用[duplicate]96,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　 本期所得稅費用（利益）,　　　 薪資支出[duplicate]32,　　　 文具用品[duplicate]34,　　　 旅費[duplicate]35,　　　 郵電費[duplicate]36,　　　 修繕費[duplicate]37,　　　 保險費[duplicate]40,　　　 交際費[duplicate]41,　　　 伙食費[duplicate]45,　　　 其他費用[duplicate]48,　　　 文具用品[duplicate]51,　　　 修繕費[duplicate]52,　　　 其他費用[duplicate]54,　　　　 其他減損迴轉利益,　　 投資收入（投資公司適用）,　　　 金融資產（負債）出售淨利益,　　　 投資收入,　　　　 投資收入合計,　　　 投資收入（投資公司適用）合計,　　 投資支出（投資公司適用）,　　　 金融資產（負債）出售淨損失,　　　 投資支出（投資公司適用）合計,　　　　 按攤銷後成本衡量之金融資產利息收入,　　　　 無活絡市場債券投資利息收入,　　　　 持有至到期日金融資產利息收入,　　　　 其他利息收入,　　　 權利金收入,　　　 處分投資利益,　　　　 金融資產減損迴轉利益,　　　 外幣兌換損失,　　　　 不動產、廠房及設備減損損失,　　　　 其他減損損失,　　 當期所得稅費用（利益）,　　　　 工程收入退回及折讓,　　　 勞務收入,　　　　 勞務收入,　　　　 勞務收入淨額,　　　 薪資支出[duplicate]54,　　　 租金支出[duplicate]55,　　　 文具用品[duplicate]56,　　　 旅費[duplicate]57,　　　 運費[duplicate]58,　　　 郵電費[duplicate]59,　　　 修繕費[duplicate]60,　　　 廣告費[duplicate]61,　　　 水電瓦斯費[duplicate]62,　　　 保險費[duplicate]63,　　　 交際費[duplicate]64,　　　 捐贈[duplicate]65,　　　 稅捐[duplicate]66,　　　 折舊[duplicate]68,　　　 各項攤提[duplicate]69,　　　 伙食費[duplicate]70,　　　 職工福利[duplicate]71,　　　 訓練費[duplicate]73,　　　 其他費用[duplicate]76,　　　 薪資支出[duplicate]79,　　　 租金支出[duplicate]80,　　　 文具用品[duplicate]81,　　　 旅費[duplicate]82,　　　 運費[duplicate]83,　　　 郵電費[duplicate]84,　　　 修繕費[duplicate]85,　　　 水電瓦斯費[duplicate]86,　　　 保險費[duplicate]87,　　　 交際費[duplicate]88,　　　 捐贈[duplicate]89,　　　 稅捐[duplicate]90,　　　 各項攤提[duplicate]92,　　　 伙食費[duplicate]93,　　　 職工福利[duplicate]94,　　　 訓練費[duplicate]96,　　　 其他費用[duplicate]97,　　　 不動產、廠房及設備重估價利益,　　　 手續費支出,　　　　 手續費支出合計,　　　 薪資支出[duplicate]45,　　　 租金支出[duplicate]46,　　　 文具用品[duplicate]47,　　　 旅費[duplicate]48,　　　 運費[duplicate]49,　　　 郵電費[duplicate]50,　　　 修繕費[duplicate]51,　　　 廣告費[duplicate]52,　　　 水電瓦斯費[duplicate]53,　　　 保險費[duplicate]54,　　　 交際費[duplicate]55,　　　 捐贈[duplicate]56,　　　 稅捐[duplicate]57,　　　 折舊[duplicate]59,　　　 各項攤提[duplicate]60,　　　 伙食費[duplicate]61,　　　 職工福利[duplicate]62,　　　 訓練費[duplicate]64,　　　 其他費用[duplicate]67,　　　 薪資支出[duplicate]70,　　　 租金支出[duplicate]71,　　　 文具用品[duplicate]72,　　　 旅費[duplicate]73,　　　 運費[duplicate]74,　　　 郵電費[duplicate]75,　　　 修繕費[duplicate]76,　　　 水電瓦斯費[duplicate]77,　　　 保險費[duplicate]78,　　　 交際費[duplicate]79,　　　 捐贈[duplicate]80,　　　 稅捐[duplicate]81,　　　 各項攤提[duplicate]83,　　　 伙食費[duplicate]84,　　　 職工福利[duplicate]85,　　　 訓練費[duplicate]87,　　　 其他費用[duplicate]88,　　　 薪資支出[duplicate]28,　　　 租金支出[duplicate]29,　　　 旅費[duplicate]31,　　　 郵電費[duplicate]32,　　　 保險費[duplicate]34,　　　 交際費[duplicate]35,　　　 伙食費[duplicate]38,　　　 其他費用[duplicate]41,　　　 薪資支出[duplicate]44,　　　 修繕費[duplicate]45,　　　 保險費[duplicate]46,　　　 伙食費[duplicate]48,　　　 其他費用[duplicate]49,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 停業單位損益,　　 停業單位損益合計,　　　 薪資支出[duplicate]52,　　　 租金支出[duplicate]53,　　　 文具用品[duplicate]54,　　　 旅費[duplicate]55,　　　 運費[duplicate]56,　　　 郵電費[duplicate]57,　　　 修繕費[duplicate]58,　　　 廣告費[duplicate]59,　　　 水電瓦斯費[duplicate]60,　　　 保險費[duplicate]61,　　　 交際費[duplicate]62,　　　 捐贈[duplicate]63,　　　 稅捐[duplicate]64,　　　 折舊[duplicate]66,　　　 各項攤提[duplicate]67,　　　 伙食費[duplicate]68,　　　 職工福利[duplicate]69,　　　 訓練費[duplicate]71,　　　 其他費用[duplicate]74,　　　 薪資支出[duplicate]77,　　　 租金支出[duplicate]78,　　　 文具用品[duplicate]79,　　　 旅費[duplicate]80,　　　 運費[duplicate]81,　　　 郵電費[duplicate]82,　　　 修繕費[duplicate]83,　　　 水電瓦斯費[duplicate]84,　　　 保險費[duplicate]85,　　　 交際費[duplicate]86,　　　 捐贈[duplicate]87,　　　 稅捐[duplicate]88,　　　 各項攤提[duplicate]90,　　　 伙食費[duplicate]91,　　　 職工福利[duplicate]92,　　　 訓練費[duplicate]94,　　　 其他費用[duplicate]95,　　　 運輸收入,　　　　 運輸收入淨額,　　　 薪資支出[duplicate]30,　　　 租金支出[duplicate]31,　　　 旅費[duplicate]33,　　　 運費[duplicate]34,　　　 郵電費[duplicate]35,　　　 保險費[duplicate]37,　　　 交際費[duplicate]38,　　　 折舊[duplicate]40,　　　 伙食費[duplicate]42,　　　 其他費用[duplicate]45,　　　 薪資支出[duplicate]48,　　　 保險費[duplicate]49,　　　 伙食費[duplicate]51,　　　 其他費用[duplicate]52
1529,2014年01月01日至2014年03月31日,,,,                 15571,                 15571,,                 15571,,,,,,,                              0,                              0,                 15571,,,                 14219,                 14219,                 14219,                  1352,                  1352,,,                  1591,                    459,                              0,                     37,                     73,                      2,                              0,                              0,                              0,                    130,                     38,,,                    172,                              0,                     28,                     18,,                      2,,,,                    309,                  2208,,,,,,,,,,,,,,,                              0,,,,,,,,,,                  6279,,,,,,,,,,,,,,                     17,,,,,,,                    129,                  8616,                 -7264,,,,                     37,                     37,                    784,,                    431,                              0,                  1252,,,,,,                    467,,                     14,,                              0,,,,                  2151,,                  1079,                  1079,,,                    951,                   -951,                  1373,                 -5891,,                     61,                 -5952,                 -5952,                 -5952,,                 -5952,,,                 -5952,,,                             -0.02,                             -0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  1698,                     61,                  3651,                              0,                      2,                     16,                     47,                    377,                     96,                     59,                  1380,                              0,                     45,                     67,                    467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2013年第3季,,,,                 36147,                 36147,                              0,                 36147,,,                  2704,                  2704,                  2704,,,,                 38851,,,                 52925,                 52925,                 52925,                -14074,                -14074,,,                  1240,                     20,                      6,                     30,                     35,                      3,                              0,                      3,                              0,                    128,                     86,                              0,                              0,                              0,                              0,                     31,                              0,                              0,                              0,                              0,                              0,                              0,                 21478,                 23060,,,,,,,,,,,,,,,                 17058,,,,,                              0,,                              0,                              0,,                 23836,,,,,,,,,,,,,,                    156,,,,                              0,,,                  1087,                 47983,                -62057,,,,,                    905,                    792,                     11,                 -1414,                     69,                    363,,                  2847,,,                              0,                              0,                              0,,,                              0,,,                    292,                  2676,,                  1209,                  1209,,                      7,                              0,                      7,                  1837,                -60220,,                    139,                -60359,                -60359,                -60359,,                -60359,                              0,,                -60359,                              0,,                             -0.24,                             -0.24,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    122,,,,,,,,,,,,,,,,,,,,,,,,,,                    905,,                              0,                              0,                      1,                    292,,,                              0,,                              0,                              0,                  3235,                    545,                              0,                              0,                              0,                     79,                     33,                              0,                              0,                    335,                    119,                              0,                              0,                    171,                              0,                     59,                     41,                    -10,                  2171,                              0,                              0,                              0,                              0,                     11,                              0,                     17,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                    137,                    766,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2013年第2季,,,,                 34588,                 34588,                              0,                 34588,,,,,,,,,                 34588,,,                 29718,                 29718,                 29718,                  4870,                  4870,,,                  1315,                    -41,                              0,                     23,                     57,                      3,                      4,                              0,                              0,                    125,                     89,                              0,                              0,                              0,                              0,                     31,                              0,                              0,                     12,                              0,                              0,                              0,                    581,                  2199,,,,,,,,,,,,,,,                              0,,,,,                              0,,                              0,                              0,,                  6290,,,,,,,,,,,,,,                              0,,,,                              0,,,                     35,                  8524,                 -3654,,,,                    909,                    909,                    820,,                  1007,                              0,                  2736,,                     81,,,                    292,                    292,                    -77,                              0,,,,,,                    642,,                  1142,                  1142,,,                    476,                   -476,                  1760,                 -1894,,                              0,                 -1894,                 -1894,                 -1894,,                 -1894,,,                 -1894,,,                             -0.01,                             -0.01,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                     89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                   -103,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  3563,                    613,                      1,                              0,                              0,                     70,                      3,                              0,                              0,                    333,                     85,                              0,                    144,                    172,                      3,                     59,                     45,                              0,                  1199,                     26,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                      3,                              0,                              0,                              0,                              0,                      2,                              0,                              0,                      4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2013年度,,,,                125683,                125683,                              0,                125683,,,,,,,,,                125683,,,                106714,                106714,                106714,                 18969,                 18969,,,                  5345,                     20,                              0,                    109,                    173,                     11,                      4,                      5,                              0,                    506,                    291,                              0,                              0,                              0,                              0,                    120,                              0,                              0,                     12,                              0,                              0,                              0,                  5468,                 12064,,                 13355,                  2253,                      5,                      4,                      3,                    329,                    137,                              0,                              0,                  1322,                    350,                              0,                    155,                 38859,                    688,                     35,                    238,                    134,                              0,                     22,                              0,                              0,                  8076,                 65965,,                    296,                              0,                              0,                              0,                     17,                              0,                     17,                              0,                     14,                     15,                              0,                              0,                    167,                              0,                      7,                              0,                  1126,                              0,                    268,                  1927,                 79956,                -60987,,,,                    252,                  3131,                  3306,                              0,                              0,                              0,                  6437,,                  2869,,,,                              0,                              0,,,,,                              0,                 23013,                -19543,,                  4693,                  4693,,,                  1332,                 -1332,                -19131,                -80118,,                  3124,                -83242,                -83242,                -83242,,                -83242,                              0,,                -83242,                              0,,                             -0.33,                             -0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    638,,,,,,,,,,,,,,,,                              0,,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                  2879,                              0,                              0,                              0,                     37,                 22190,                    823,                  3124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2013年07月01日至2013年09月30日,,,,                 36147,                 36147,,                 36147,,,                  2704,                  2704,                  2704,,,,                 38851,,,                 52925,                 52925,                 52925,                -14074,                -14074,,,                  1240,                     20,                      6,                     30,                     35,                      3,                              0,                      3,                              0,                    128,                     86,                              0,                              0,                              0,                              0,                     31,                              0,                              0,                              0,                              0,                              0,                              0,                 21478,                 23060,,,,,,,,,,,,,,,                 17058,,,,,                              0,,                              0,                              0,,                 23836,,,,,,,,,,,,,,                    156,,,,                              0,,,                  1087,                 47983,                -62057,,,,,                  1697,,                     11,                 -1414,,                    294,,                  2847,,,                   -311,                   -311,                    -69,,,,,,                              0,                  2745,,                  1209,                  1209,,                      7,                              0,                      7,                  1837,                -60220,,                    139,                -60359,                -60359,                -60359,,                -60359,                              0,,                -60359,                              0,,                             -0.24,                             -0.24,,                              0,                  3235,                    545,                              0,                              0,                              0,                     79,                     33,                              0,                              0,                    335,                    119,                              0,                              0,                    171,                              0,                     59,                     41,                    -10,                  2171,                              0,                              0,                              0,                              0,                     11,                              0,                     17,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                    137,                    766,                    122,,,,,,,,,,,,,,,,,,,,,,,,,,                  1697,,                              0,                              0,                      1,                              0,,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                     19,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2013年04月01日至2013年06月30日,,,,                 34393,                 34393,,                 34393,,,                    195,                    195,                    195,,,,                 34588,,,                 29718,                 29718,                 29718,                  4870,                  4870,,,                  1315,                    -41,                              0,                     23,                     57,                      3,                      4,                              0,                              0,                    125,                     89,                              0,                              0,                              0,                              0,                     31,                              0,                              0,                     12,,,,                    581,                  2199,,,,,,,,,,,,,,,                              0,,,,,                              0,,                              0,                              0,,                  6290,,,,,,,,,,,,,,                              0,,,,                              0,,,                     35,                  8524,                 -3654,,,,                    909,                    909,                    820,                              0,                  1007,,                  2736,,                     81,                    103,,                    311,                    388,,                              0,,,,,                    495,                    166,,                  1142,                  1142,,,,,                  1760,                 -1894,,                              0,                 -1894,                 -1894,                 -1894,,                 -1894,                              0,,                 -1894,                              0,,                             -0.01,                             -0.01,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                     89,,,,,,,,,,,,,,                     77,,,,,,,,,,,,,,,                              0,                              0,                     19,                    476,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  3563,                    613,                      1,                              0,                              0,                     70,                      3,                              0,                              0,                    333,                     85,                              0,                    144,                    172,                      3,                     59,                     45,                              0,                  1199,                     26,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                      3,                              0,                              0,                              0,                              0,                      2,                              0,                              0,                      4,,                              0,,,,,,,,,,,,,,
1529,2013年01月01日至2013年12月31日,,,,                113977,                113977,,                113977,,,                  5269,                  5269,                  5269,,,,                125683,,,                106714,                106714,                106714,                 18969,                 18969,,,                  5345,                     20,                              0,                    109,                    173,                     11,                      4,                      5,                              0,                    506,                    291,                              0,                              0,                              0,                              0,                    120,                              0,                              0,                     12,                              0,                              0,                              0,                  5468,                 12064,,,,,,,,,,,,,,,                 38859,,,,,                              0,,                              0,                              0,,                 65965,,,,,,,,,,,,,,                    167,,,,                  1126,,,                  1927,                 79956,                -60987,,,,                    252,                  3131,                  3306,                              0,                              0,,                  6437,,                  2869,,,,                              0,,                              0,,,,                              0,                 23013,                -19543,,                  4693,                  4693,,                              0,                  1332,                 -1332,                -19131,                -80118,,                  3124,                -83242,                -83242,                -83242,,                -83242,                              0,,                -83242,                              0,,                             -0.33,                             -0.33,,                  6437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    638,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,                              0,                  2879,,                              0,                              0,                     37,                 22190,                    823,,,,                  6437,                  6437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 13355,                  2253,                      5,                      4,                      3,                    329,                    137,                              0,                              0,                  1322,                    350,                              0,                    155,                    688,                     35,                    238,                    134,                     22,                  8076,                    296,                              0,                              0,                              0,                     17,                              0,                     17,                              0,                     14,                     15,                              0,                              0,                              0,                      7,                              0,                              0,                    268,,,,,,,,,,,,,,,,
1529,2013年01月01日至2013年09月30日,,,,                 86127,                 86127,                              0,                 86127,,,                  4507,                  4507,                  4507,,,,                 90634,,,                 97361,                 97361,                 97361,                 -6727,                 -6727,,,                  4100,                     20,                      6,                     83,                    121,                      7,                      4,                      3,                              0,                    377,                    212,                              0,                              0,                              0,                              0,                     89,                              0,                              0,                     12,                              0,                              0,                              0,                 22409,                 27443,,,,,,,,,,,,,,,                 17058,,,,,                              0,,                              0,                              0,,                 36546,,,,,,,,,,,,,,                    156,,,,                              0,,,                  1390,                 65379,                -72106,,,,,                  2347,                  2515,                     11,                              0,                              0,                  4873,,                  2979,,,                              0,                              0,                    376,,,                              0,,,                              0,                  2816,,                  3541,                  3541,,                              0,                    727,                   -727,                  3421,                -68685,,                    139,                -68824,                -68824,                -68824,,                -68824,                              0,,                -68824,                              0,,                             -0.28,                             -0.28,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    250,,,,,,,,,,,,,,,,,,,,,,,,,,                  2347,,                              0,                              0,                     37,                              0,,,                              0,,                              0,                              0,                 10192,                  1665,                      3,                              0,                              0,                    199,                    121,                              0,                              0,                    983,                    248,                              0,                    144,                    515,                     35,                    178,                    104,                              0,                  5101,                    267,                              0,                              0,                              0,                     11,                              0,                     17,                              0,                     14,                              0,                              0,                              0,                              0,                      7,                              0,                    137,                    781,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2013年01月01日至2013年06月30日,,,,                 51783,                 51783,                              0,                 51783,,,,,,,,,                 51783,,,                 44436,                 44436,                 44436,                  7347,                  7347,,,                  2860,                              0,                              0,                     53,                     86,                      4,                      4,                              0,                              0,                    249,                    126,                              0,                              0,                              0,                              0,                     58,                              0,                              0,                     12,                              0,                              0,                              0,                    931,                  4383,,,,,,,,,,,,,,,                              0,,,,,                              0,,                              0,                              0,,                 12710,,,,,,,,,,,,,,                              0,,,,                              0,,,                    303,                 17396,                -10049,,,,                  1442,                  1442,                  1723,,                  1414,                              0,                  4579,,                    132,,,                    292,                    292,                    445,                              0,,,,,,                     71,,                  2332,                  2332,,,                    734,                   -734,                  1584,                 -8465,,                              0,                 -8465,                 -8465,                 -8465,,                 -8465,,,                 -8465,,,                             -0.03,                             -0.03,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                     36,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  6957,                  1120,                      3,                              0,                              0,                    120,                     88,                              0,                              0,                    648,                    129,                              0,                    144,                    344,                     35,                    119,                     63,                     10,                  2930,                    267,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                     14,                              0,                              0,                              0,                              0,                      7,                              0,                              0,                     15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2013年01月01日至2013年03月31日,,,,                 17195,                 17195,,                 17195,,,,,,,,,                 17195,,,                 14718,                 14718,                 14718,                  2477,                  2477,,,                  1545,                     41,                      2,                     30,                     29,                      1,                     85,,,                    125,                     37,,,                    172,                     32,                     27,                     17,,                      9,,,,                    349,                  2184,,,,,,,,,,,,,,,,,,,,,,,,,                  6420,,,,,,,,,,,,,,                              0,,,,,,,                    268,                  8872,                 -6395,,,,                    533,                    533,                    903,,                    407,,                  1843,,                     51,,,,                              0,,                              0,,,,                              0,                    522,                   -571,,                  1190,                  1190,,,                    258,                   -258,                   -176,                 -6571,,                              0,                 -6571,                 -6571,                 -6571,,                 -6571,,,                 -6571,,,                             -0.03,                             -0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                     39,,,,,,,,,,,,,,                              0,,,,,,,,,,,,,,,                              0,                    139,,                    522,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  3394,                    507,                              0,                     49,                    315,                     45,                     59,                  1734,                    241,                              0,                     10,                      5,                     12,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,2012年07月01日至2012年09月30日,,,,                  9934,                  9934,,                  9934,,,                  2940,                  2940,                  2940,,,,                 12874,,,                 20024,                 20024,                 20024,                 -7150,                 -7150,,,                  2517,                    161,                              0,                     75,                     39,                     13,                              0,                              0,                              0,                    188,                     62,                              0,                              0,                     -2,                              0,                     80,                              0,                              0,                              0,                              0,                              0,                              0,                    590,                  3723,,,,,,,,,,,,,,,                     41,,,,,                              0,,                              0,                              0,,                 -2404,,,,,,,,,,,,,,                              0,,,,                              0,,,                    399,                  1718,                 -8868,,,,,                  1314,,                     14,                   -957,,                    371,,                   -341,,,                              0,                              0,                   -786,,,,,,                              0,                  3479,,                  1181,                  1181,,                    785,                              0,                    785,                  3454,                 -5414,,                   -190,                 -5224,                 -5224,                 -5224,,                 -5224,                              0,,                 -5224,                              0,,                             -0.02,                             -0.02,,                              0,                    570,                    203,                              0,                     37,                              0,                     73,                    219,                   -160,                              0,                      3,                    129,                              0,                    190,                     91,                     32,                      2,                     20,                     24,                 -3878,                    188,                              0,                              0,                              0,                              0,                              0,                      8,                              0,                     10,                              0,                              0,                              0,                              0,                      5,                              0,                              0,                    188,                     55,,,,,,,,,,,,,,,,,,,,,,,,,,                  1314,,                  2975,                              0,                              0,                              0,,,                              0,,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                      4,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
