證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金收入,　　　　　 手續費及佣金收入合計,　　　　 手續費及佣金淨收益,　　　 保險業務淨收益,　　　　 保險業務收益,　　　　　 保險業務收益合計,　　　　 保險業務費用,　　　　　 保險業務費用合計,　　　　 保險業務淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　 兌換損失,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損迴轉利益,　　　　 資產減損損失,　　　　 資產減損（損失）迴轉利益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資利益之份額,　　　　 採用權益法認列關聯企業及合資損失之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　 其他利息以外淨損益,　　　　 其他利息以外淨收益,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 收益 ,　　 費用 ,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 呆帳費用及保證責任準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額－不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主[duplicate]80,　　 非控制股權,　 基本每股盈餘,　　 繼續營業單位稅後淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 繼續營業單位稅後淨利（淨損）[duplicate]86,　　 稀釋每股盈餘合計,　　 母公司業主[duplicate]78,　　 繼續營業單位稅後淨利（淨損）[duplicate]84,　　 母公司業主[duplicate]77,　　 繼續營業單位稅後淨利（淨損）[duplicate]83,　　　　 投資性不動產利益,　　　　 備供出售金融資產之已實現損失,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現利益,　　　　 持有至到期日金融資產之已實現損失,　　　　 持有至到期日金融資產之已實現損益,　　　　 資產減損損失（迴轉利益）,　 繼續營業單位稅前損益,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額 ,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　 母公司業主[duplicate]75,　　 放款呆帳費用,　　 母公司業主[duplicate]74,　　 母公司業主[duplicate]68,　　　　 手續費費用及佣金支出,　　　　　 手續費費用及佣金支出合計,　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　　 採用權益法認列關聯企業及合資利益之份額,　　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 其他利息以外淨損失
2892,2013年07月01日至2013年09月30日,,,              9595439,              3071735,              6523704,,,,              1730480,              1730480,,,                              0,,                165944,               -165944,,                418933,,                418933,,                 20502,,                290155,                290155,,                183514,,                183514,,                              0,                              0,,,                 51094,,                 51094,,                206218,                206218,              2734569,             12766706,              9127378,              9258273,,              1242544,,               -270371,,              3159182,                216395,              1271195,              4646772,,               -707109,              2932219,              2932219,,,,,,,,,,,,,,,,,,              2667401,,              2913242,                 18977,,,                    900,,                              0.34,                              0.34,,,,,,,,                 20502,                              0,,                              0,                    383,                   -383,                              0,              3639328,,                              0,               -460914,                215532,,                -19436,,               -264818,,              1242544,              2666501,,,,,,,
2892,2013年04月01日至2013年06月30日,,,              9362135,              2977217,              6384918,,,,              1581125,              1581125,,,,,                337238,               -337238,,                246116,,                246116,,                 22725,,                              0,                -12439,,                375093,,                375093,,                              0,,,,                 25730,,                 25730,,                374810,                374810,              2271716,             12461866,              8217927,              8656634,,                103524,,               -474132,,              3288435,                221837,              1273031,              4783303,,               -853269,              3390670,              3390670,,,,,,,,,,,,,,,,,,              2674032,,              3368615,                 22055,,,                -45758,,                              0.39,                              0.39,,,,,,,,                 22725,                 12439,,                              0,                  4206,                 -4206,                              0,              4243939,,,                 14907,               -746920,,                 15375,,               -716638,,,,              2719790,,,,,,
2892,2013年01月01日至2013年12月31日,,,             38131760,             12199328,             25932432,,,,              6631884,              6631884,,,                688025,,                              0,                688025,,                858780,,                858780,,                 87857,,                314828,                314828,,              1368237,,              1368237,,                  3046,                              0,,,                 96810,,                 96810,,                484333,                484333,             10533800,             48268482,             35219328,             36466232,,              4046506,,                397078,,             12870019,                880711,              5222764,             18973494,,             -2172180,             10876974,             10876974,,,,,,,,,,,,,,,,,,             12138566,,             10888641,                -11667,,,               -103604,,                              1.26,                              1.26,,,,,,,,                 87857,                              0,,                              0,                              0,                              0,                  3046,             13049154,,                              0,                695783,                398307,                 75861,                 87027,                  4614,              1261592,             12242170,,,,,,,,,
2892,2013年01月01日至2013年09月30日,,,             28185014,              8965917,             19219097,,,,              4773627,              4773627,,,                              0,,                306578,               -306578,,                666262,,                666262,,                 62977,,                307445,                307445,,                948507,,                948507,,                              0,                              0,,,                102790,,                102790,,                691747,                691747,              7238826,             36332311,             24896564,             26457923,,              1581405,,               -593942,,              9577482,                658809,              3798422,             14034713,,             -2142802,              9292945,              9292945,,,,,,,,,,,,,,,,,,              9420884,,              9245274,                 47671,,,                -54603,,                              1.07,                              1.07,,,,,,,,                 62977,                              0,,                              0,                  7951,                 -7951,                              0,             11435747,,                              0,                511696,               -430559,,                 46802,,                127939,,              1581405,              9475487,,,,,,,
2892,2013年01月01日至2013年06月30日,,,             18589575,              5894182,             12695393,,,,              3043147,              3043147,,,,,                140634,               -140634,,                247329,,                247329,,                 42475,,                 17290,                 17290,,                764993,,                764993,,                              0,,,,                 51696,,                 51696,,                485529,                485529,              4504257,             23565605,             15769186,             17199650,,                338861,,               -323571,,              6418300,                442414,              2527227,              9387941,,             -1435693,              6360726,              6360726,,,,,,,,,,,,,,,,,,              6753483,,              6332032,                 28694,,,                -55503,,                              0.73,                              0.73,,,,,,,,                 42475,                              0,,                              0,                  7568,                 -7568,                              0,              7796419,,,                972610,               -646091,,                 66238,,                392757,,,,              6808986,,,,,,
2892,2013年01月01日至2013年03月31日,,,              9227440,              2916965,              6310475,,,,              1742173,              1462022,,,                196605,,                              0,                196605,,                  1213,,                  1213,,                 63136,,                 29729,                 29729,,                389900,,                389900,,                  8922,,,,                 25966,,                 25966,,                 58410,                 58410,              2232541,             11743494,              8191014,              8543016,,                235337,,                150561,,              3129865,                220577,              1254196,              4604638,,               -582424,              2970056,              2970056,,,,,,,,,,,,,,,,,,              4079451,,              2963417,                  6639,,,                 -9745,,                              0.36,                              0.36,,,,,,              4089196,,                 63136,,,                              0,                  3362,                 -3362,                  8922,              3552480,,                              0,                957703,                100829,,                 50863,,              1109395,,,,,,                280151,,                 25966,                 25966,                              0
2892,2012年07月01日至2012年09月30日,,,              9287145,              2942144,              6345001,,,,              1385178,              1385178,,,                108470,,                              0,                108470,,                417922,,                417922,,                 26286,,                351477,                351477,,                125923,,                125923,,                              0,                  4543,,,                  8018,,                  8018,,                234171,                234171,              2653094,             11932194,              9064647,              8998095,,              1344018,,                 12588,,              3174409,                216562,              1382971,              4773942,,               -425409,              2442138,              2442138,,,,,,,,,,,,,,,,,,              2528814,,              2417934,                 24204,,,                 36709,,                              0.28,                              0.28,,,,,,,,                 26286,                              0,,                    192,                              0,                    192,                 -4543,              2867547,,                              0,               -464288,                573354,,                -22390,,                 86676,,              1344018,              2492105,,,,,,,
2892,2012年04月01日至2012年06月30日,,,              9211260,              2901299,              6309961,,,,              1606420,              1606420,,,,,                380334,               -380334,,                132452,,                132452,,                 20622,,                 59536,                 59536,,                221086,,                221086,,                  2080,,,,                 22293,,                 22293,,                647288,                647288,              2331665,             12248305,              8018425,              8641626,,                 54301,,               -327126,,              3213099,                217643,              1251749,              4682491,,               -683095,              3548865,              3548865,,,,,,,,,,,,,,,,,,              3220451,,              3607717,                -58852,,,                -64449,,                              0.42,                              0.42,,,,,,,,                 20622,                              0,,                    222,                              0,                    222,                  2080,              4231960,,,                256685,               -583179,,                 -1920,,               -328414,,,,              3284900,,,,,,
2892,2012年01月01日至2012年12月31日,,,             36795212,             11727912,             25067300,,,,              6134927,              6134927,,,                718934,,                              0,                718934,,              1398447,,              1398447,,                 93614,,                380385,                380385,,                650740,,                650740,,                              0,                167728,,,                 37933,,                 37933,,                958617,                958617,             10205869,             46516639,             34369417,             35273169,,              3551393,,                652170,,             12999543,                862637,              5060204,             18922384,,             -1977776,             10169446,             10169446,,,,,,,,,,,,,,,,,,              9802353,,             10226400,                -56954,,,                -65541,,                              1.18,                              1.18,,,,,,,,                 93614,                              0,,                              0,                              0,                              0,               -167728,             12147222,,                              0,               -955309,                834479,               -212709,                -47541,                 13987,               -367093,              9867894,,,,,,,,,
2892,2012年01月01日至2012年09月30日,,,             27632235,              8841792,             18790443,,,,              4493066,              4493066,,,                              0,,                233633,               -233633,,              1276716,,              1276716,,                 69138,,                542912,                542912,,                427943,,                427943,,                              0,                  2463,,,                 30681,,                 30681,,              1032034,              1032034,              7637589,             35809789,             24963364,             26428032,,              1830183,,               -303869,,              9569419,                646753,              3839121,             14055293,,             -1724153,              9122272,              9122272,,,,,,,,,,,,,,,,,,              8912343,,              9134390,                -12118,,,                -13361,,                              1.06,                              1.06,,,,,,,,                 69138,                              0,,                  1195,                              0,                  1195,                 -2463,             10846425,,                              0,               -725888,                557977,,                -42018,,               -209929,,              1830183,              8925704,,,,,,,
2892,2012年01月01日至2012年06月30日,,,             18345090,              5899648,             12445442,,,,              3107888,              3107888,,,,,                342103,               -342103,,                858794,,                858794,,                 42852,,                191435,                191435,,                302020,,                302020,,                  2080,,,,                 22663,,                 22663,,                797863,                797863,              4984495,             23986065,             16009267,             17429937,,                486165,,               -316457,,              6395010,                430191,              2456150,              9281351,,             -1298744,              6680134,              6680134,,,,,,,,,,,,,,,,,,              6383529,,              6716456,                -36322,,,                -50070,,                              0.78,                              0.78,,,,,,,,                 42852,                              0,,                  1003,                              0,                  1003,                  2080,              7978878,,,               -261600,                -15377,,                -19628,,               -296605,,,,              6433599,,,,,,
2892,2012年01月01日至2012年03月31日,,,              9133830,              2998349,              6135481,,,,              1926066,              1501468,,,                 38231,,                              0,                 38231,,                726342,,                726342,,                 67715,,                131899,                131899,,                 80934,,                 80934,,                              0,,,,                    370,,                    370,,                105090,                105090,              2652830,             12211258,              8464340,              8788311,,                431864,,                 10669,,              3181911,                212548,              1204401,              4598860,,               -615649,              3131269,              3131269,,,,,,,,,,,,,,,,,,              3163078,,              3108739,                 22530,,,                 14379,,                              0.38,                              0.38,,,,,,              3148699,,                 67715,,,                    781,                              0,                    781,                              0,              3746918,,                              0,               -518285,                567802,,                -17708,,                 31809,,,,,,                424598,,                    370,                    370,                              0
